userWallet,total_borrow_usd,total_deposit_usd,total_redeem_usd,total_repay_usd,repay_ratio,deposit,borrow,repay,redeemunderlying,action_types_used,tx_count,repay_delay_days,days_active,unique_assets,asset_mismatch,credit_score,score_class
0x00ba8ccbf0c1ce62834d72706fe3236387f5da35,6527.9595633182835,18449.319220102607,9845.74414718943,3990.9730236142314,0.61136607616876,4,2,3,4,4,13,1.0,48,2,False,920,Prime (AAA)
0x00ba93361a625e008023f30b6d031d6423f99140,0.0,11.945896936037112,0.0,0.0,0.0,2,0,0,0,1,2,0.0,5,1,0,760,Moderate
0x00bb0532dd949fab848d72a951a1d6c2b197d935,0.0,1.0849116121791982,0.0,0.0,0.0,3,0,0,0,1,3,0.0,3,1,0,760,Moderate
0x00bb6c783fce35b92e6cde0874abf2c580673753,0.0,174.74936432250033,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00bb7c23500573ca6933778837c9dedd247e94d9,0.0,1.100762321054562,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00bb88a8309759a7c9f0a5c8e3a9364e8f564a8d,0.008943083417956021,0.037977833935131135,0.03797683325443091,0.008943083417956023,1.0000000000000002,4,3,1,2,4,10,0.0,0,1,False,1000,Prime (AAA)
0x00bbcd7ea98da5f60ee393533aaa9edeb8573167,109.1481170889565,313.10392384693347,53.92364107087469,0.0,0.0,9,6,0,1,3,16,-1.0,1,3,True,430,Weak
0x00bbfa640a4bac8f3650373be8f4bd77f0472101,34025.122513712035,36899.851899721456,24457.077285607265,24604.590298890682,0.7231301015587849,59,69,40,24,4,192,1.0,82,8,True,900,Prime (AAA)
0x00bbfa896cb54e2b1d3db2a7027368b43d344a21,0.0,0.02111948492694945,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00bc82902a4fbfa08fc5da418f642209f7b10c0f,53972.78869057552,64709.07674169919,0.0,0.0,0.0,2,1,0,0,2,3,-1.0,0,1,True,430,Weak
0x00bdc8be263d20bb3a83aaeadfef258dd409e2df,350906.4329592516,19169.201614266785,8149.981871847338,335348.4178910352,0.9556633518028921,107,59,45,13,4,224,0.0,113,8,False,1000,Prime (AAA)
0x00be57e4ec695d077e63c5eb84187a7e70169279,0.0,0.0,23893.561429090612,0.0,0.0,0,0,0,4,1,4,0.0,5,1,0,760,Moderate
0x00bf2f290d3aef716cd8127acc153c273c23c538,102505.78097230483,177288.15508242266,111890.4217600093,62644.26541332419,0.6111290974920675,46,14,12,31,4,103,3.0,140,7,False,950,Prime (AAA)
0x00bf6ec0064e1a733a0fcc6df071b2cf514ff0e8,278.61568250276,444.3787751334611,444.9359196123473,279.11089303650584,1.0017773964814092,6,3,4,5,4,18,0.0,0,1,False,1000,Prime (AAA)
0x00bf807dfb399cf973433599f2f23210ac54ca94,0.0,1.0978426665564018,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00c26a3e7117cfe0e4afacff2a1be9e3d2384c6e,2157.5274014993142,2784.7812947663997,0.0,0.0,0.0,40,39,0,0,2,79,-1.0,2,3,True,430,Weak
0x00c2ac8857ea018a1cc23d529ec26f55d0bc1849,0.0,2.1426283932313144,0.0,0.0,0.0,3,0,0,0,1,3,0.0,10,1,0,780,Moderate
0x00c2e5aa91c2b6927a4e8533482c8217b450a6a1,7350233.74670639,9362909.261071652,8315358.070704916,6511991.249436285,0.8859570285576677,83,35,15,23,4,156,0.0,122,4,False,950,Prime (AAA)
0x00c31aa7aadc000a078b01e59d443b99fa64ef08,0.0,0.018966582990000026,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00c33f577e35165e07dd9a43b2baf124163bac0a,221.64416983533138,1206.2003697620573,0.0,0.0,0.0,4,1,0,0,2,5,-1.0,34,3,True,450,Weak
0x00c3a5aceb3fe926a7a9772a6c4efd9f6beb7d73,8198.659001295575,18532.638847005685,18361.79572416682,8265.012023689425,1.0080931555249908,1,1,1,1,4,4,1.0,1,2,False,1000,Prime (AAA)
0x00c3a7a09fe2fed6f8c163202aea9cfad99874b3,5756.54910859928,11992.65833804441,6757.03364840286,1986.725976069853,0.34512447276824776,52,22,7,21,4,102,28.0,82,5,True,800,Strong
0x00c3af852e2ca04d993382b3664f62aa45ae731e,0.0,1.6355620523028132,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00c4803aa7cdfe5ae5d325b79d5c3c384e4a8ae9,0.0,2.0235716648247637,0.0,0.0,0.0,2,0,0,0,1,2,0.0,5,1,0,760,Moderate
0x00c4a3ac304984f216b8a8a0c182fae7984c83dc,3583.1996580009027,5093.7887768244345,10257.628401459555,3581.942355641104,0.9996491118330536,9,5,6,9,4,29,1.0,29,4,False,1000,Prime (AAA)
0x00c4db45dda03de5bae5417530723fd7dd03da3f,0.0,1.048232842578546,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00c4fd7e8e4a9680b9db58640c76d4a17bd09ee4,0.0,0.9853083581265325,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00c5514615e9aeb9cf51f2e635b33743ae062dfe,178582.71746398375,223516.90817715498,241597.47718758203,193207.55183438063,1.0818938953224653,9,4,2,2,4,17,5.0,6,2,False,1000,Prime (AAA)
0x00c5ed4823b1d2e496b75e53ddb2859aa70213a3,0.0,2184.6840580689554,2182.1096433709126,0.0,0.0,2,0,0,2,2,4,0.0,6,1,0,780,Moderate
0x00c609bb7806a47616de8cad327215ca70d45896,0.0,360.05846563635976,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00c644e774d7b1a3a95154113f86b9e25350a111,0.0,0.0,11167.258367354314,0.0,0.0,0,0,0,4,1,4,0.0,74,3,0,810,Strong
0x00c6483e4f527144bb65dd2a93913abeba4dc545,0.0,0.1943078618392538,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00c67d9d6d3d13b42a87424e145826c467cccd84,11072.168033629549,33576.89561950426,329336.64681557746,11048.865089076628,0.9978953584806388,15,13,7,36,4,71,0.0,123,8,True,1000,Prime (AAA)
0x00c6bf08de7e3c560357b0b4e27da2fa6f8519eb,4949.145480685463,5152.463648291081,2454.102205666916,2114.0994960401154,0.42716454876717624,16,24,4,4,4,48,0.0,32,4,True,770,Moderate
0x00c6e2363b84d2e7820c6b38ca1b46f7e0714668,0.0,1.143500817252639,0.0,0.0,0.0,4,0,0,0,1,4,0.0,0,3,0,760,Moderate
0x00c7a23058e32effe114e99623b0df28861527d4,0.0,46276.20272140614,42897.38675190316,0.0,0.0,4,0,0,2,2,6,0.0,24,3,0,800,Strong
0x00c844967b2ab4c5ac26f44dcbffa7c06897e18e,7650.219995638894,13846.717827769293,3335.8310384290257,4680.161695493476,0.6117682495616417,9,6,3,3,4,21,0.0,16,5,True,870,Strong
0x00c98bc1a9458f9fb28887da8172e90df88da379,636.0981248160012,1517.672217600003,1517.672217600003,636.0981248160012,1.0,1,1,1,1,4,4,0.0,0,2,False,1000,Prime (AAA)
0x00c9acc867f576baf35e96521d139115b316a48d,0.02685355424436856,0.07085617592454875,0.0,0.0,0.0,2,1,0,0,2,3,-1.0,0,2,True,430,Weak
0x00c9e875ad0504a307aa7ab60997ea2658bc6aea,0.0,1.0463331561973634,0.0,0.0,0.0,2,0,0,0,1,2,0.0,5,1,0,760,Moderate
0x00cc1cf9b3c95b432a90878bc2c2dbb7a3daaccb,499.561941550621,5899.12478844413,5899.12478844413,499.561941550621,1.0,1,1,1,1,4,4,0.0,0,2,False,1000,Prime (AAA)
0x00cc4cae4ce9cbd5c87f877b1c81acb8cc8bf223,0.005572931989627384,0.019233383209042977,0.0,0.0,0.0,1,1,0,0,2,2,-1.0,0,2,True,430,Weak
0x00cd259a3e1a649e8644d527d6b9a8fdf8165e7f,0.0,1.8359708795609557,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00cd45dcbe9c167b5942f8889d31dc1388cfd172,0.0,1475.793111344059,0.0,0.0,0.0,6,0,0,0,1,6,0.0,45,2,0,780,Moderate
0x00ce22866efe39c055ff21bda32b179a7683ab5f,2502.3027750000037,7576.732301250012,7576.732301250012,2502.3027750000037,1.0,1,1,1,1,4,4,0.0,0,2,False,1000,Prime (AAA)
0x00ce56c1f4780f46309b52054454a9ec913dd31e,38.88840267107504,99.91782190440546,0.0,0.0,0.0,1,1,0,0,2,2,-1.0,4,2,True,430,Weak
0x00cef331edda6c750fe87c52d829df082973693f,0.0,0.1712372293830004,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00cf963f89e7d1a23c5c72dce92a9a8c600f4819,0.0,1.0999505356084007,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00cfbd5d2e36dd8182318a074cb1f399b608bfec,100.1714760799368,295.9419607218762,107.08180020803943,99.93785194250776,0.9976677578631007,4,2,4,2,4,12,5.0,14,3,False,1000,Prime (AAA)
0x00cfc6f8ff843a9b0b30f14e2310396a8743f5fc,0.0,1.0790247028673523,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00d14484c10aaa9b981068a8c7d25d2d26629be8,0.0,9.906846356514105e-05,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00d1c49844f3a2b3708ce59292f68570eef06286,0.0,880.701568597761,779.1256165588343,0.0,0.0,1,0,0,1,2,2,0.0,27,1,0,800,Strong
0x00d1dd1e437980fb6e678cfc2ffc78a1f7a747d1,0.0,44.14147259087789,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00d2432e6af76a8150a7609d7ff11dbe44de8e14,0.3379857314794311,2.0627443745245864,0.0,0.0,0.0,4,3,0,0,2,7,-1.0,20,2,True,450,Weak
0x00d278f3163bf68e67b2eb05ef209e6f28bc7924,0.0,1.0365683800780643,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00d29fbc981d05edba69bc0909e391a132271357,78986.46903920738,213500.4404675599,1003205.1679270869,78123.01169678957,0.9890682878609347,7,7,10,40,4,64,36.0,83,7,True,1000,Prime (AAA)
0x00d353a1b6e1a3b3a23e849c5d51772bb7fdaece,0.5595907188236858,2.2383628752947433,0.0,0.0,0.0,2,1,0,0,2,3,-1.0,0,1,True,430,Weak
0x00d3addc7cb1637c73359d41949a1a369d7f092a,46263.3429940279,48505.1512121328,57753.378365756966,53740.9284696948,1.1616308937430695,36,19,23,29,4,107,0.0,39,5,False,1000,Prime (AAA)
0x00d3ecff51b5e5b957c33c5656486ebfd60e58a7,362.2712164061209,1283.6456011000248,538.8584717659907,360.4138524384564,0.9948730015426278,18,10,7,11,4,46,1.0,77,5,False,1000,Prime (AAA)
0x00d46d105507a04d7e4592cf43bbbad964bc77ab,0.0,108522.93599795648,64907.795965103476,0.0,0.0,3,0,0,5,2,8,0.0,114,2,0,830,Strong
0x00d5201c4def4d1a199c63e07eac53f43252a0ea,355.5797659809898,359.1919512274936,0.0,86.03058758108271,0.24194455312646257,5,7,1,0,3,13,7.0,14,4,True,750,Moderate
0x00d5615d3446b1719e6ee0684218891bc5a2100c,361.6583052921894,535.0251519420142,0.0,0.0,0.0,7,5,0,0,2,12,-1.0,2,2,True,430,Weak
0x00d56e1bba3db460563516119dfced085898e17d,0.0,1.6965520006193164,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00d6cad0eb8fe405b4c27ca2071b0d0653b9c2fc,2526.372595190516,2937.303583807918,2932.166420365853,2464.9724421495926,0.9756963192373873,8,9,13,11,4,41,3.0,11,4,True,1000,Prime (AAA)
0x00d7a50850a3cb1890bf300682bcd789571c012e,0.0,27367.750350170376,0.0,0.0,0.0,5,0,0,0,1,5,0.0,85,4,0,810,Strong
0x00d831f24309b3271297f19b8e9be846c8c531c4,39091.72953220172,536379.5951735985,498312.8309038325,39076.04165362403,0.9995986905986145,56,24,14,47,4,141,10.0,60,7,False,1000,Prime (AAA)
0x00d841275b1a04ea45e29273efa213c4a59e84a1,0.0,245.74558408131327,0.0,0.0,0.0,10,0,0,0,1,10,0.0,63,4,0,810,Strong
0x00d88be14e08e06865b156bb489e020a59cb68fe,0.0,0.9911825589180001,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00d8a0f305698083d8af5a8b900b3b947f604b55,0.0,1.9882068418718486,0.0,0.0,0.0,2,0,0,0,1,2,0.0,0,1,0,760,Moderate
0x00d8dc2f6648dfc0472a673d85f4bc022d5cd17a,0.22829888927469982,27.213987884512644,47343.789263957035,0.0,0.0,2,2,0,1,3,5,-1.0,100,2,True,480,Weak
0x00d913a96a6ae3ffbd52030020e8b743f97ace86,0.0,155.01457021967775,89.19568996977802,0.0,0.0,2,0,0,1,2,3,0.0,24,2,0,800,Strong
0x00d94da07ea932ed8426e8dfd06615bda49b8022,3506.7963193689825,4031.166684990832,2643.1633973373173,1689.0744748360498,0.4816574220483909,16,12,4,4,4,36,0.0,79,5,True,800,Strong
0x00d9acf1d63eae19a1b0e416be85dd7754298ffc,146.30111631750026,503.67696928589476,0.0,0.0,0.0,2,1,0,0,2,3,-1.0,18,1,True,450,Weak
0x00d9d164c3cdc126d33d541fe6e0cd55f4d4ed63,487.4237392079475,997.22679251929,123.43129860540971,126.30183554702282,0.25912122325486325,10,8,2,1,4,21,6.0,8,3,True,770,Moderate
0x00da65b9d6ea469301021381f9b16cf3e80fa8b1,6224694.086189908,5984462.579806086,6523287.98419114,6230401.246077197,1.0009168578902456,111,59,56,44,4,270,0.0,47,5,False,1000,Prime (AAA)
0x00da855f0f8924c454c93ea7c5d5d96757e1e652,0.0,2.139571431526071,0.0,0.0,0.0,2,0,0,0,1,2,0.0,0,1,0,760,Moderate
0x00da9446b29e3d2424b9db0c7e701ad33fdfedf4,998.8625596212328,10589.345472070207,10672.218514026616,997.2522719424983,0.998387878629323,1,1,1,1,4,4,0.0,0,2,False,1000,Prime (AAA)
0x00da96f79c5969a61b5b15c6f5f800d760fad316,0.0,0.22143431475763922,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00da972a32c522b02771520fb5e70fcb056927fb,0.0,114831.97704743843,114015.99097316436,0.0,0.0,1,0,0,1,2,2,0.0,0,1,0,780,Moderate
0x00db170287aaa8a93b08cda808af76d11a5f0fff,58070.3315698177,78871.51638333581,22819.03183496703,36841.329128441066,0.634426016392672,11,8,5,2,4,26,75.0,106,3,False,900,Prime (AAA)
0x00dc7f0ff419ed1634728a77146c6754541d2b82,760.8647579185694,837.7460539065594,2279.896344534449,758.8519043212775,0.9973545185575446,8,6,3,8,4,25,2.0,9,6,False,1000,Prime (AAA)
0x00dcb0f4d625ca40a0f0cd2f45bbdbd343198793,30077.171542044594,89942.08098760825,95723.94290593176,31966.584888535588,1.062818850630612,6,4,4,6,4,20,0.0,3,3,False,1000,Prime (AAA)
0x00dd72466c9bc28c9765b406ea147c1e15dbc7ab,2738.163754839279,4214.328141463992,145.79523051188457,766.6549901383088,0.27998872922898244,25,8,6,1,4,40,20.0,121,6,False,850,Strong
0x00de3a8bdee6e682c3509d66a947d05a8ca797af,0.7105117237739232,2.2730475876687937,0.0,0.0,0.0,2,2,0,0,2,4,-1.0,0,3,True,430,Weak
0x00df64b8044aa7126e0f88f286b3c483c5e5927a,0.0,1.7780515554863436,0.0,0.0,0.0,2,0,0,0,1,2,0.0,10,1,0,780,Moderate
0x00df99e12315cac90f49527b07d753b7fe9faccd,0.10637130744911824,0.2267537971249829,0.0,0.056460663101272304,0.5307884659430341,2,3,1,0,3,6,0.0,0,2,False,880,Strong
0x00dfae7aeadc69fce49cf389d2bee4aae67aa656,0.005002698327107256,0.026901679480000048,0.0,0.0,0.0,1,1,0,0,2,2,-1.0,0,2,True,430,Weak
0x00e10883490fa8ed8e9cd59177a54d45cd025ef9,0.0,1.113233990293619,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00e14bea17f4e951fb695c52a66b3429da55a117,0.0,5626.798257597389,4730.035779459145,0.0,0.0,28,0,0,21,2,49,0.0,40,6,0,800,Strong
0x00e1ac868592c1fd51ed72abca14930075ed892f,5.2516493522116585,15.34741331879865,0.0,0.0,0.0,2,1,0,0,2,3,-1.0,0,1,True,430,Weak
0x00e22b85d329650e35a9d664b7c408a57820f13f,106975.73110847553,164998.23594951906,478338.8271077434,83500.32051893594,0.7805538663181927,56,20,15,65,4,156,1.0,94,8,True,900,Prime (AAA)
0x00e2362abcebe7833138bd460000ba5d4f6ee1e6,196.63106207192288,430.914324359393,432.23971323011835,222.53435898899676,1.1317355286806063,19,10,7,15,4,51,3.0,3,1,False,1000,Prime (AAA)
0x00e294652292776e4d59f416ef35a73cae0e01dc,6995.900137102876,25720.220727106625,0.0,0.0,0.0,1,1,0,0,2,2,-1.0,0,2,True,430,Weak
0x00e3088ddbd715f119651a58964ce1714b590f34,1.0354593794868085e-06,138.79251032762087,0.0,0.0,0.0,2,1,0,0,2,3,-1.0,43,1,True,450,Weak
0x00e3df1133185a9effedabb79003d9c07ca69bc8,0.0,10973.339853753077,10973.339953423958,0.0,0.0,1,0,0,1,2,2,0.0,0,1,0,780,Moderate
0x00e421ba23dbe6a165255be382f46fcb927f8951,1263.5165051468857,1926.0919283912986,0.0,0.0,0.0,1,1,0,0,2,2,-1.0,0,1,True,430,Weak
0x00e4f6071dcfc268ed4487e2a004d01e3666107e,523065.97271627415,661434.3256220459,62391.59956115966,33558.99289307505,0.06415824129947446,63,32,6,9,4,110,2.0,103,3,True,800,Strong
0x00e61c3f169f0b2888137918053bdadda121bb44,0.0,1.1099623983338456,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00e61fabc261401d3c47b6178e86449ae9890d73,0.0,2134.2353548963224,2121.9080675897667,0.0,0.0,2,0,0,1,2,3,0.0,28,1,0,800,Strong
0x00e650676a38478b3eee9e3eb741a6075b2c95c1,152575.31879537704,0.0,265105.4882861475,305722.88913703617,2.0037506167498136,0,2,5,5,3,12,0.0,0,6,False,1000,Prime (AAA)
0x00e678b0cdae186eb3c4b08cfe3d1a698882c0af,2971.8564165720836,5190.416818100829,5106.015401154975,3188.6488457758937,1.0729484870113177,20,9,4,5,4,38,4.0,56,2,True,1000,Prime (AAA)
0x00e6f654a108a16077be41abab58c3353f90e7cc,0.0,1.3687591946680566,0.0,0.0,0.0,3,0,0,0,1,3,0.0,10,1,0,780,Moderate
0x00e6f8d8fb80b0c302a6bd849b79982dc9945b15,120.76691868756909,223.29451024134173,422.82533780423074,119.79096167693628,0.991918672586508,2,1,1,3,4,7,6.0,17,3,False,1000,Prime (AAA)
0x00e7092c338d69f7ae230081d862d347ef9dcf1e,131.75914875154504,357.69288985073433,0.0,0.0,0.0,5,5,0,0,2,10,-1.0,46,2,True,450,Weak
0x00e839bc0c9a130afe30974914c4b0100756cff4,3289590.878055462,3632735.9024283676,2832993.655848438,1738435.3081069859,0.528465506061534,278,82,29,79,4,468,2.0,60,7,True,870,Strong
0x00e87eb4a651f339219658165b87c204de6a7e5f,0.0,1.055954811849387,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00e8909b79b3d40af0f22e37f81c9e3e9187d853,0.0,1.3340628090242732,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00e8b7df725ce993f179f071908a9d687815f2ba,0.0,1047.6072956680778,1047.6073754835415,0.0,0.0,1,0,0,1,2,2,0.0,0,1,0,780,Moderate
0x00e928ef44122d31043f772b00b0d1821b020ff7,0.0,1.8624182196104786,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00e979f43658ae9cfb838b07d4b3bc70f12b93cb,2307.5328761615806,6572.359835225165,1804.050107698651,49.81831946111672,0.02158942998202739,19,10,18,4,4,51,7.0,103,6,False,850,Strong
0x00e97bf0997013cc741dbcaafba8f439d474c879,0.0,1.0324720674673025,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00e9ba3dc1ebd6f585b9f5bf8a33a975b5f8a7de,0.0,5753.95222765848,7547.644886193159,0.0,0.0,5,0,0,5,2,10,0.0,39,2,0,800,Strong
0x00eaa7d80b05144a928492bb83b82cfa5e2914cd,0.0,1.0045574342015227,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00eacbbd373a91aa0d4485b0beb45b14816f835f,0.0,1.1097692926991918,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00ead164c58ccf3d8fbe9aab4c806477db62e599,0.0,0.0,5010.976973138577,0.0,0.0,0,0,0,1,1,1,0.0,0,1,0,760,Moderate
0x00eadb769d931de24bb9252c3cc3a6f8de3f86cb,19.369367317146992,39.34126681239272,39.31692222900723,19.3533013796151,0.9991705491837274,5,3,3,5,4,16,0.0,0,2,False,1000,Prime (AAA)
0x00eb8dc1785a096d7006ca9c64aa4ad5f2706691,0.0,0.01154739760309265,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00eda101a3b10f7164cce8ecdf305b1317ca0669,0.0,1396.8288045798624,497.8807895245089,0.0,0.0,5,0,0,1,2,6,0.0,7,2,0,800,Strong
0x00eddd42021ba97a37097ad4286b893b206e12bc,515.3219609078516,884.6599997106264,880.9620612991064,371.1553709871348,0.7202397707508215,18,6,14,17,4,55,5.0,60,7,False,920,Prime (AAA)
0x00ee45c909dee53b4cf6af3a5fc3739cd2f9f2a3,12082.781400394026,24724.732240675745,1053.9297829161417,0.0,0.0,10,5,0,1,3,16,-1.0,20,5,True,450,Weak
0x00ee80c322d6e956d2629a73223605bbda946f2d,0.09962208407837088,0.11191814376473717,5.027342091299835,0.0,0.0,1,1,0,1,3,3,-1.0,51,3,True,450,Weak
0x00ef17fb802141f4a12026c4492bafc43d8ab85e,212.6496582767952,295.70890343877824,0.0,108.46176360918685,0.5100490849038078,10,9,2,0,3,21,1.0,71,7,True,880,Strong
0x00ef8b0cf8f81c2b40fc9233b16f2c21cd4f6f15,0.0,194.38938103081006,194.37949340896125,0.0,0.0,2,0,0,1,2,3,0.0,3,1,0,780,Moderate
0x00f00fa5ba62e19615bbf759b7155de7ba96f27b,7840.734118076705,44149.51461443563,224.03801445239026,1222.3564940705082,0.15589822020011904,17,2,5,4,4,28,0.0,6,5,False,800,Strong
0x00f14df956a8e0b34e0c5bddb6e39dec48ec7baa,500.01905492962896,1044.0259182180014,1470.6034373600733,505.76971381628994,1.0115008794764238,1,1,2,1,4,5,50.0,57,2,False,1000,Prime (AAA)
0x00f16ddf3034436fc981194a0192044ce90aa4c1,0.0,790.6379535963158,132.53261537111408,0.0,0.0,3,0,0,1,2,4,0.0,61,2,0,830,Strong
0x00f3fb9d81506fe69f504fa12325d1559280d635,0.0,17.190065564120527,14.152276678139803,0.0,0.0,1,0,0,1,2,2,0.0,74,1,0,830,Strong
0x00f4765d1e007cefc091d84c2bcd1c16ddcc2c87,7996.0772452770825,14981.716888145518,17577.567860387444,7949.90046915934,0.9942250712816691,9,4,5,10,4,28,5.0,7,4,False,1000,Prime (AAA)
0x00f4fa7ac6f012e7e65d325022ba1397a83ca694,68.23213663486236,401.4957827264485,119.34440090469298,0.0,0.0,3,1,0,1,3,5,-1.0,58,2,True,450,Weak
0x00f5481262d4845b292ba0c41752de258b3bbeec,43178.97142085925,229950.70261182677,365789.09561507666,43194.456679125535,1.000358629623558,27,10,9,37,4,83,0.0,33,7,False,1000,Prime (AAA)
0x00f57a995e566fa107d36ca5443629c7bee31213,0.00012023287039150947,0.00048093147236687314,0.0,0.00012023287039150947,1.0,1,1,1,0,3,3,0.0,0,2,False,1000,Prime (AAA)
0x00f63722233f5e19010e5daf208472a8f27d304b,0.0,50.784923551189365,0.0,0.0,0.0,2,0,0,0,1,2,0.0,0,2,0,760,Moderate
0x00f656a2953a15ddf8d9d9726b67dd4e61f238b9,81.24748558610635,147.72273973982132,157.83210451636626,80.89764460972465,0.9956941316539459,5,3,3,6,4,17,0.0,5,4,False,1000,Prime (AAA)
0x00f6c46a5e9b0613ededa94072f065e46bc8176f,0.0,17838.890095718427,828.5124063560654,0.0,0.0,2,0,0,1,2,3,0.0,25,2,0,800,Strong
0x00f70714e95b8d092546acdc8e52a02d6eedc934,0.0,1341.6742115505008,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00f72bb4bd6c353685bed9077422dbf3d85e80a1,0.0,759.3044474654307,260.1118630582518,0.0,0.0,2,0,0,1,2,3,0.0,41,2,0,800,Strong
0x00f731bcd3a8d541a040a7586ff3d03dea48e31f,0.0,0.0,370281.5204336303,0.0,0.0,0,0,0,2,1,2,0.0,2,1,0,760,Moderate
0x00f777857b95c1d0fe7564ae343d1a00c80b38f1,604.3052696891073,1840.5513087444206,1166.5234599974035,452.5754864955186,0.7489186495566255,108,45,27,49,4,229,0.0,61,6,True,900,Prime (AAA)
0x00f83f560dea6e8317900beabc89be027da154f8,67.47314444487995,360.14262840061417,0.0,0.0,0.0,4,2,0,0,2,6,-1.0,1,1,True,430,Weak
0x00f863703e78916a4487fcbfbda7a6944fa86538,0.0,267.0496468963085,268.16240832869903,0.0,0.0,2,0,0,2,2,4,0.0,13,1,0,800,Strong
0x00f8a06340b52aee151b871a915c06af3c053470,1098.194031574334,2079.884337696827,1494.1329417126674,579.5112793506713,0.5276947995427579,177,101,30,55,4,363,1.0,37,8,True,870,Strong
0x00f8b6bf7cf6b0a173e14abc3d687dd03fe16bb0,0.0,0.421998360140687,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00f8dcbf7f64e30efff649bd9f137af0eb80e4da,3.3809581430048166,14.931035691624041,0.0,3.3860141834590083,1.0014954460364003,1,2,2,0,3,5,0.0,0,2,False,1000,Prime (AAA)
0x00f8dd0e37d5077fa256fadbaa216d9088a708e6,0.0,3.196922247352163,0.0,0.0,0.0,2,0,0,0,1,2,0.0,5,1,0,760,Moderate
0x00f9126faecd227f6cd0ccba36865c9a7c55ff24,0.004976319416746329,0.05173900259677931,0.0,0.0,0.0,1,1,0,0,2,2,-1.0,0,2,True,430,Weak
0x00f9a33dfedbc3bddfb6ef4380dacfd9352c4d15,0.0,2.0083346351561664,0.0,0.0,0.0,2,0,0,0,1,2,0.0,3,1,0,760,Moderate
0x00fa8021f0c2157ab005dd41b11d49ea30d7893a,0.0,1.0143205260102401,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
0x00fbef9f0f9b0b6421c264a2020f14bca80291ca,0.0,401015.8751216895,1883474.559866082,0.0,0.0,1,0,0,3,2,4,0.0,29,2,0,800,Strong
0x00fc6300b77a8ea902d576eafaa9ba40daa7c415,10.151695382934818,29.47944421627299,0.0,0.0,0.0,11,8,0,0,2,19,-1.0,37,2,True,450,Weak
0x00fc9abc1ae9d1b71b89fd285cb6c73129f6da72,0.0,4.603343137112673,0.0,0.0,0.0,2,0,0,0,1,2,0.0,6,1,0,760,Moderate
0x00fcad795d8a753c9064126b78cf0330436da09b,0.0,0.0,9000.976425341876,0.0,0.0,0,0,0,2,1,2,0.0,22,2,0,780,Moderate
0x00fce3e318dfc490be549b266e85af457ee3d65b,0.0,1.772510298196745,0.0,0.0,0.0,1,0,0,0,1,1,0.0,0,1,0,760,Moderate
